block,street_name,Address,Postal,Latitude,Longitude
127,ANG MO KIO AVE 3,127 ANG MO KIO AVENUE 3 SINGAPORE 560127,560127,1.37122322102767,103.843593321222
126,ANG MO KIO AVE 3,126 ANG MO KIO AVENUE 3 SINGAPORE 560126,560126,1.37164990020956,103.843644176374
403,ANG MO KIO AVE 10,403 ANG MO KIO AVENUE 10 SINGAPORE 560403,560403,1.36126901451361,103.854642365822
404,ANG MO KIO AVE 10,404 ANG MO KIO AVENUE 10 SINGAPORE 560404,560404,1.36167767060852,103.854726492538
405,ANG MO KIO AVE 10,405 ANG MO KIO AVENUE 10 SINGAPORE 560405,560405,1.36157912717139,103.853805386957
417,ANG MO KIO AVE 10,417 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560417,560417,1.36495953274783,103.855197097728
418,ANG MO KIO AVE 10,418 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560418,560418,1.3649460137791,103.854043379775
419,ANG MO KIO AVE 10,419 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560419,560419,1.36534669720177,103.85415182597
441,ANG MO KIO AVE 10,441 ANG MO KIO AVENUE 10 SINGAPORE 560441,560441,1.36605027829032,103.854168309853
442,ANG MO KIO AVE 10,442 ANG MO KIO AVENUE 10 SINGAPORE 560442,560442,1.36565326940253,103.855232195496
443,ANG MO KIO AVE 10,443 ANG MO KIO AVENUE 10 SINGAPORE 560443,560443,1.36604388871674,103.855368968681
444,ANG MO KIO AVE 10,444 ANG MO KIO AVENUE 10 SINGAPORE 560444,560444,1.36660045321147,103.855578790668
450,ANG MO KIO AVE 10,450 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560450,560450,1.36848406233048,103.855468149019
435,ANG MO KIO AVE 10,435 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560435,560435,1.36770367834269,103.854214313011
433,ANG MO KIO AVE 10,433 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560433,560433,1.36807652285135,103.854353042615
434,ANG MO KIO AVE 10,434 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560434,560434,1.3678915069194,103.85345502653
424,ANG MO KIO AVE 3,424 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560424,560424,1.36860660305158,103.850808805402
425,ANG MO KIO AVE 3,425 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560425,560425,1.36912241721255,103.851616057064
466,ANG MO KIO AVE 10,466 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 466 (KN) SINGAPORE 560466,560466,1.36581960538764,103.857061606231
471,ANG MO KIO AVE 10,471 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560471,560471,1.36346600647245,103.856702918462
474,ANG MO KIO AVE 10,474 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560474,560474,1.36275784702216,103.858015323667
570,ANG MO KIO AVE 3,570 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560570,560570,1.3697435855576,103.856023138277
586,ANG MO KIO AVE 3,586 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560586,560586,1.37030352965928,103.853455898206
455,ANG MO KIO AVE 10,57 ANG MO KIO AVENUE 8 ANG MO KIO BUS INTERCHANGE SINGAPORE 567751,567751,1.36951942637994,103.848462230319
465,ANG MO KIO AVE 10,465 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560465,560465,1.3662010408294,103.857200967235
463,ANG MO KIO AVE 10,463 ANG MO KIO AVENUE 10 SINGAPORE 560463,560463,1.36694793518613,103.857487648675
564,ANG MO KIO AVE 3,564 ANG MO KIO AVENUE 3 SINGAPORE 560564,560564,1.36984837555524,103.859404131956
560,ANG MO KIO AVE 10,560 ANG MO KIO AVENUE 10 SINGAPORE 560560,560560,1.37081626777721,103.859192334256
558,ANG MO KIO AVE 10,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,560558,1.37123613284274,103.859192016193
559,ANG MO KIO AVE 10,559 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560559,560559,1.37099810674697,103.857856391877
538,ANG MO KIO AVE 5,538 ANG MO KIO AVENUE 5 CHENG SAN VIEW SINGAPORE 560538,560538,1.37559336678106,103.853347801104
534,ANG MO KIO AVE 10,534 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560534,560534,1.37405846295585,103.854168170426
601,ANG MO KIO AVE 5,601 ANG MO KIO AVENUE 5 MY FIRST SKOOL SINGAPORE 560601,560601,1.38104134784496,103.835131744823
603,ANG MO KIO AVE 5,603 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560603,560603,1.38020079047279,103.83575571651
604,ANG MO KIO AVE 5,604 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560604,560604,1.37986658053966,103.835976650638
608,ANG MO KIO AVE 5,608 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560608,560608,1.37858209980487,103.836760311526
611,ANG MO KIO AVE 5,611 ANG MO KIO AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 611 (KN) SINGAPORE 560611,560611,1.37829205175133,103.83725190016
505,ANG MO KIO AVE 8,505 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560505,560505,1.3748597302123,103.850224901404
503,ANG MO KIO AVE 5,503 ANG MO KIO AVENUE 5 CHENG SAN CREST SINGAPORE 560503,560503,1.37546163119278,103.848942047568
610,ANG MO KIO AVE 4,610 ANG MO KIO AVENUE 4 THE SALVATION ARMY ANG MO KIO CHILD CARE CENTRE SINGAPORE 560610,560610,1.37939470300077,103.839157232686
607,ANG MO KIO AVE 4,607 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560607,560607,1.38046758670091,103.838816721629
524,ANG MO KIO AVE 5,524 ANG MO KIO AVENUE 5 SINGAPORE 560524,560524,1.3733782941643,103.853042534069
513,ANG MO KIO AVE 8,513 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560513,560513,1.37273696913231,103.850194854525
643,ANG MO KIO AVE 5,643 ANG MO KIO AVENUE 5 ANG MO KIO 61 SINGAPORE 560643,560643,1.3775062692911,103.840557182306
542,ANG MO KIO AVE 10,542 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560542,560542,1.37473841331656,103.855876768354
548,ANG MO KIO AVE 10,548 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560548,560548,1.37291376311161,103.85704609864
550,ANG MO KIO AVE 10,550 ANG MO KIO AVENUE 10 SINGAPORE 560550,560550,1.37360769512088,103.85820494173
639,ANG MO KIO AVE 6,639 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560639,560639,1.37993407100545,103.84246297225
637,ANG MO KIO AVE 6,637 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560637,560637,1.38036187235317,103.842334616577
330,ANG MO KIO AVE 1,330 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560330,560330,1.36243186402478,103.851030689651
333,ANG MO KIO AVE 1,333 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560333,560333,1.3613425564061,103.851698621454
156,ANG MO KIO AVE 4,156 ANG MO KIO AVENUE 4 YIO CHU KANG GROVE SINGAPORE 560156,560156,1.37549519574964,103.839947470774
152,ANG MO KIO AVE 5,152 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560152,560152,1.3766876256746,103.840159506601
178,ANG MO KIO AVE 4,178 ANG MO KIO AVENUE 4 KEBUN BARU LINK 2 SINGAPORE 560178,560178,1.37619319942083,103.837038191014
180,ANG MO KIO AVE 5,180 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560180,560180,1.37667706463381,103.838361037555
209,ANG MO KIO AVE 3,209 ANG MO KIO AVENUE 3 SINGAPORE 560209,560209,1.36897079641509,103.843284524871
231,ANG MO KIO AVE 3,231 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560231,560231,1.36856103572357,103.837525234344
254,ANG MO KIO AVE 4,254 ANG MO KIO AVENUE 4 KEBUN BARU VIEW SINGAPORE 560254,560254,1.37020344042146,103.834687722549
103,ANG MO KIO AVE 3,103 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560103,560103,1.37101657804604,103.839304839187
105,ANG MO KIO AVE 4,105 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560105,560105,1.37231328287072,103.837601112788
344,ANG MO KIO AVE 3,344 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560344,560344,1.36797705108684,103.849264839398
324,ANG MO KIO AVE 3,324 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560324,560324,1.36833392201705,103.846879231399
120,ANG MO KIO AVE 3,120 ANG MO KIO AVENUE 3 SINGAPORE 560120,560120,1.37004739686133,103.844594754874
124,ANG MO KIO AVE 6,124 ANG MO KIO AVENUE 6 SINGAPORE 560124,560124,1.37089179310251,103.844768276408
414,ANG MO KIO AVE 10,414 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560414,560414,1.36390466431674,103.853913839503
438,ANG MO KIO AVE 10,438 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560438,560438,1.3669708169506,103.853906591778
427,ANG MO KIO AVE 3,427 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560427,560427,1.36931185924705,103.854550605629
428,ANG MO KIO AVE 3,428 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560428,560428,1.36893906457102,103.854412288513
473,ANG MO KIO AVE 10,473 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560473,560473,1.36305380914637,103.856846002568
573,ANG MO KIO AVE 3,573 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560573,560573,1.37056143999067,103.854823102785
585,ANG MO KIO AVE 3,585 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560585,560585,1.37059756050933,103.852367040901
456,ANG MO KIO AVE 10,456 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560456,560456,1.36716071992678,103.858658520644
544,ANG MO KIO AVE 10,544 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560544,560544,1.37395961943023,103.856471368511
640,ANG MO KIO AVE 6,640 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560640,560640,1.38003436037009,103.843606664405
638,ANG MO KIO AVE 6,638 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560638,560638,1.38047559647224,103.843567764408
646,ANG MO KIO AVE 6,646 ANG MO KIO AVENUE 6 ANG MO KIO 61 SINGAPORE 560646,560646,1.37939517687868,103.843763599411
150,ANG MO KIO AVE 5,150 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560150,560150,1.37680678506745,103.842017962576
179,ANG MO KIO AVE 5,179 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560179,560179,1.37690418077298,103.836218103538
336,ANG MO KIO AVE 1,336 ANG MO KIO AVENUE 1 ANANIAS CENTRE (AMK) SINGAPORE 560336,560336,1.3635938468353,103.851784409615
335,ANG MO KIO AVE 1,335 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560335,560335,1.36320996798464,103.850690597254
401,ANG MO KIO AVE 10,401 ANG MO KIO AVENUE 10 SINGAPORE 560401,560401,1.36101765642805,103.855387562453
439,ANG MO KIO AVE 10,439 ANG MO KIO AVENUE 10 SINGAPORE 560439,560439,1.36629197864802,103.85349630883
430,ANG MO KIO AVE 3,430 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560430,560430,1.36899287777802,103.85276134968
460,ANG MO KIO AVE 10,460 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560460,560460,1.36633947709831,103.859122319513
459,ANG MO KIO AVE 10,459 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560459,560459,1.36701964480661,103.859377190201
716,ANG MO KIO AVE 6,716 ANG MO KIO AVENUE 6 SINGAPORE 560716,560716,1.37147783065153,103.845868750998
545,ANG MO KIO AVE 10,545 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560545,560545,1.37317921904936,103.856294541429
620,ANG MO KIO AVE 9,620 ANG MO KIO AVENUE 9 SINGAPORE 560620,560620,1.38244082944044,103.839546376827
622,ANG MO KIO AVE 9,622 ANG MO KIO AVENUE 9 SINGAPORE 560622,560622,1.382064341745,103.839741864292
259,ANG MO KIO AVE 2,259 ANG MO KIO AVENUE 2 THE CLOVER @ KEBUN BARU SINGAPORE 560259,560259,1.36858148248531,103.831557777899
101,ANG MO KIO AVE 3,101 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560101,560101,1.37026158388486,103.839467898898
620,BEDOK RESERVOIR RD,620 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470620,470620,1.33433432226397,103.917712559288
534,BEDOK NTH ST 3,534 BEDOK NORTH STREET 3 SINGAPORE 460534,460534,1.33303698213001,103.924812248346
18,BEDOK STH RD,18 BEDOK SOUTH ROAD SINGAPORE 460018,460018,1.32062504871279,103.934734222428
28,NEW UPP CHANGI RD,28 NEW UPPER CHANGI ROAD SINGAPORE 460028,460028,1.32369451969703,103.934994919422
29,NEW UPP CHANGI RD,29 NEW UPPER CHANGI ROAD SINGAPORE 464029,464029,1.32395813360222,103.936341250384
30,NEW UPP CHANGI RD,30 NEW UPPER CHANGI ROAD SINGAPORE 461030,461030,1.32352678248226,103.936423896498
75,BEDOK NTH RD,75 BEDOK NORTH ROAD SINGAPORE 460075,460075,1.32791477933184,103.942144427101
76,BEDOK NTH RD,76 BEDOK NORTH ROAD SINGAPORE 460076,460076,1.3282966654865,103.942067527916
501,BEDOK NTH ST 3,501 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460501,460501,1.33164071248973,103.931167665142
502,BEDOK NTH ST 3,502 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460502,460502,1.331245062192,103.931244293846
503,BEDOK NTH ST 3,503 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460503,460503,1.33148387479968,103.932465913287
504,BEDOK NTH ST 3,504 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460504,460504,1.33188000305479,103.932389359044
2,BEDOK STH AVE 1,2 BEDOK SOUTH AVENUE 1 SINGAPORE 460002,460002,1.32130118793544,103.933299574181
20,CHAI CHEE RD,20 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461020,461020,1.32627271243233,103.922885287154
21,CHAI CHEE RD,21 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461021,461021,1.32577850604228,103.922424710131
59,CHAI CHEE RD,59 CHAI CHEE ROAD PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE BLK 59 (KN) SINGAPORE 460059,460059,1.32488916644196,103.920246730461
58,CHAI CHEE DR,58 CHAI CHEE DRIVE MINI WORLD CHILD CARE & DEVELOPMENT CENTRE PTE LTD SINGAPORE 460058,460058,1.32591889655628,103.91975686812
55,CHAI CHEE DR,55 CHAI CHEE DRIVE PING-AN GARDENS SINGAPORE 460055,460055,1.32684846948333,103.919015573079
22,BEDOK STH AVE 1,22 BEDOK SOUTH AVENUE 1 SINGAPORE 460022,460022,1.3228317365472,103.932852166088
105,BEDOK NTH AVE 4,105 BEDOK NORTH AVENUE 4 PEARL GARDEN SINGAPORE 460105,460105,1.33372280929,103.936517719048
104,BEDOK NTH AVE 4,104 BEDOK NORTH AVENUE 4 PEARL GARDEN SINGAPORE 460104,460104,1.3332985212474,103.936601473643
107,BEDOK NTH RD,107 BEDOK NORTH ROAD FENGSHAN ESTATE SINGAPORE 460107,460107,1.33231740745783,103.936301267285
110,BEDOK NTH RD,110 BEDOK NORTH ROAD FENGSHAN ESTATE SINGAPORE 460110,460110,1.33247206352435,103.934860475522
69,BEDOK STH AVE 3,69 BEDOK SOUTH AVENUE 3 SIGLAP LUCKY VALLEY SINGAPORE 460069,460069,1.31935026360524,103.943632360195
33,BEDOK STH AVE 2,33 BEDOK SOUTH AVENUE 2 SINGAPORE 460033,460033,1.32283703302242,103.939124525951
46,BEDOK STH AVE 3,46 BEDOK SOUTH AVENUE 3 SINGAPORE 460046,460046,1.32148575339878,103.942854747015
117,BEDOK NTH RD,117 BEDOK NORTH ROAD SINGAPORE 460117,460117,1.33065454769523,103.938496275607
116,BEDOK NTH RD,116 BEDOK NORTH ROAD SINGAPORE 460116,460116,1.33100823526591,103.938066838998
115,BEDOK NTH RD,115 BEDOK NORTH ROAD SINGAPORE 460115,460115,1.33143368026417,103.936865404278
125,BEDOK NTH RD,125 BEDOK NORTH ROAD SINGAPORE 460125,460125,1.32884321524242,103.939123687022
124,BEDOK NTH RD,124 BEDOK NORTH ROAD SINGAPORE 460124,460124,1.32925881944574,103.939046430321
128,BEDOK NTH ST 2,128 BEDOK NORTH STREET 2 SINGAPORE 460128,460128,1.327740236451,103.939005696963
129,BEDOK NTH ST 2,129 BEDOK NORTH STREET 2 SINGAPORE 460129,460129,1.32755443192195,103.938030484223
138,BEDOK NTH ST 2,138 BEDOK NORTH STREET 2 SINGAPORE 460138,460138,1.33001011188999,103.936343483972
87,BEDOK NTH ST 4,87 BEDOK NORTH STREET 4 SINGAPORE 460087,460087,1.33250261426447,103.938587125421
100,BEDOK NTH AVE 4,100 BEDOK NORTH AVENUE 4 BEDOK POND 1 SINGAPORE 460100,460100,1.33413899974038,103.938389713003
412,BEDOK NTH AVE 2,412 BEDOK NORTH AVENUE 2 SINGAPORE 460412,460412,1.32929126082802,103.931090689284
402,BEDOK NTH AVE 3,402 BEDOK NORTH AVENUE 3 RAINBOW VILLE SINGAPORE 460402,460402,1.33055472908632,103.933686723902
401,BEDOK NTH AVE 3,401 BEDOK NORTH AVENUE 3 RAINBOW VILLE SINGAPORE 460401,460401,1.33098173461878,103.933604621756
425,BEDOK NTH RD,425 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460425,460425,1.32936960154503,103.929067536324
416,BEDOK NTH AVE 2,416 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460416,460416,1.32840382815915,103.930684870347
418,BEDOK NTH AVE 2,418 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460418,460418,1.32856421177174,103.930036524233
424,BEDOK NTH AVE 1,424 BEDOK NORTH AVENUE 1 GARDEN HILL SINGAPORE 460424,460424,1.32842001017396,103.927482674529
419,BEDOK NTH ST 1,419 BEDOK NORTH STREET 1 GARDEN HILL SINGAPORE 460419,460419,1.32696621417456,103.928135771625
136,BEDOK NTH AVE 3,136 BEDOK NORTH AVENUE 3 SINGAPORE 460136,460136,1.32815498828204,103.93522082327
529,BEDOK NTH ST 3,529 BEDOK NORTH STREET 3 SINGAPORE 460529,460529,1.33426946144275,103.926542284602
510,BEDOK NTH ST 3,510 BEDOK NORTH STREET 3 SINGAPORE 460510,460510,1.33212313291916,103.93105149637
525,BEDOK NTH ST 3,525 BEDOK NORTH STREET 3 SINGAPORE 460525,460525,1.33460113941761,103.929445271638
202,BEDOK NTH ST 1,202 BEDOK NORTH STREET 1 BEDOK TOWN CENTRE SINGAPORE 460202,460202,1.32565628436985,103.927990975389
218,BEDOK NTH ST 1,218 BEDOK NORTH STREET 1 BEDOK CENTRAL POST OFFICE SINGAPORE 460218,460218,1.32735657259634,103.933767796194
213,BEDOK NTH ST 1,213 BEDOK NORTH STREET 1 BEDOK TOWN CENTRE SINGAPORE 460213,460213,1.32635298072477,103.932637214105
532,BEDOK NTH ST 3,532 BEDOK NORTH STREET 3 SINGAPORE 460532,460532,1.33419173917878,103.925386600613
533,BEDOK NTH ST 3,533 BEDOK NORTH STREET 3 SINGAPORE 460533,460533,1.33358016248275,103.92421866691
536,BEDOK NTH ST 3,536 BEDOK NORTH STREET 3 SINGAPORE 460536,460536,1.3335411894605,103.923190774432
537,BEDOK NTH ST 3,537 BEDOK NORTH STREET 3 SINGAPORE 460537,460537,1.33177300757048,103.924236461237
44,CHAI CHEE ST,44 CHAI CHEE STREET PING YI GARDENS SINGAPORE 461044,461044,1.32901430131171,103.925667777871
540,BEDOK NTH ST 3,540 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460540,460540,1.33112972920094,103.922092625931
702,BEDOK RESERVOIR RD,702 BEDOK RESERVOIR ROAD RESERVOIR RISE SINGAPORE 470702,470702,1.33723650407652,103.918924437798
615,BEDOK RESERVOIR RD,615 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470615,470615,1.33224981185032,103.915868711978
712,BEDOK RESERVOIR RD,712 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470712,470712,1.33590729186163,103.922634043137
50,CHAI CHEE ST,50 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 461050,461050,1.32930431416537,103.922415807329
54,CHAI CHEE ST,54 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 460054,460054,1.32947840879761,103.921105111921
606,BEDOK RESERVOIR RD,606 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470606,470606,1.33122227931301,103.913799873642
616,BEDOK RESERVOIR RD,616 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470616,470616,1.33190396095581,103.915137759126
15,BEDOK STH RD,15 BEDOK SOUTH ROAD SINGAPORE 460015,460015,1.32090966739298,103.935541944296
34,BEDOK STH AVE 2,34 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460034,460034,1.32205652925918,103.93835472666
36,BEDOK STH AVE 2,36 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460036,460036,1.32163299655185,103.938441289401
35,BEDOK STH AVE 2,35 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460035,460035,1.32233220742919,103.939766219283
41,BEDOK STH RD,41 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460041,460041,1.32105071817917,103.94080318215
42,BEDOK STH RD,42 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460042,460042,1.32147847826862,103.940721046918
53,NEW UPP CHANGI RD,53 NEW UPPER CHANGI ROAD SINGAPORE 461053,461053,1.32432684067535,103.942429994179
51,NEW UPP CHANGI RD,51 NEW UPPER CHANGI ROAD SINGAPORE 461051,461051,1.32342985805207,103.942269407116
8,BEDOK STH AVE 2,8 BEDOK SOUTH AVENUE 2 SINGAPORE 460008,460008,1.32284176978435,103.936046815062
718,BEDOK RESERVOIR RD,718 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470718,470718,1.3366305993765,103.92574851611
724,BEDOK RESERVOIR RD,724 BEDOK RESERVOIR ROAD RESERVOIR VIEW SINGAPORE 470724,470724,1.33714403979137,103.928433830286
166,BEDOK STH AVE 3,166 BEDOK SOUTH AVENUE 3 SIGLAP EAST SINGAPORE 460166,460166,1.32004079860245,103.945196685812
71,BEDOK STH RD,71 BEDOK SOUTH ROAD SIGLAP LUCKY VALLEY SINGAPORE 460071,460071,1.32041601736618,103.942732310081
82,BEDOK NTH RD,82 BEDOK NORTH ROAD SINGAPORE 460082,460082,1.32953680475668,103.940406562732
78,BEDOK NTH RD,78 BEDOK NORTH ROAD SINGAPORE 460078,460078,1.32726007220341,103.940848770214
